Round,Random avg,Random std dev,FIREWithoutRecency avg,FIREWithoutRecency std dev,Mitigating avg,Mitigating std dev,MitigatingWithRecency avg,MitigatingWithRecency std dev,FIRE avg,FIRE std dev
145,196.2675595238095,532.5117414068247,1530.1889880952378,617.7382600788909,2079.224107142857,637.0577755977034,2060.4324404761905,679.3226218656799,1877.3827380952382,653.4121532265274
146,197.1244047619047,535.1793357866304,1538.095238095238,622.657916851859,2092.379166666667,643.3807808457655,2074.500892857143,684.6219066887015,1889.9660714285715,656.5589560609168
147,198.62529761904761,538.541160525641,1547.7038690476193,627.4594360517616,2107.6892857142857,647.1767265937933,2088.1160714285716,687.4029808141445,1903.2092261904763,661.1102285782606
148,199.7526785714285,542.886285996607,1557.699107142857,631.534583083014,2121.520535714286,649.9620696860936,2102.377678571428,692.5413033476719,1917.0839285714287,665.5635915747778
149,201.33095238095228,547.1783899691793,1566.9374999999995,635.2227929489794,2133.679761904762,652.0943951787724,2116.576488095238,696.2552786051184,1931.4747023809527,670.173660038416
150,203.16339285714272,550.135258943547,1576.501488095238,639.4879442293213,2148.4175595238094,655.3688732515578,2130.7910714285713,701.8824175426788,1944.1053571428577,675.1343219739834
151,205.9931547619047,554.6221848055577,1586.602976190476,645.278245051471,2162.092559523809,658.6337531497084,2145.2875000000004,704.9346888486137,1956.4755952380954,681.2467102130413
152,208.49553571428555,558.334829305302,1595.6258928571428,648.1731922933748,2176.479166666667,660.4842151687683,2159.328571428571,708.7349747132081,1969.6363095238096,686.6576613466526
153,209.70059523809513,561.0141415346342,1602.7208333333333,654.2176570842802,2191.379761904762,665.399338768311,2174.541964285714,713.1930462084541,1983.6886904761905,691.4363381893062
154,210.96815476190463,566.0872607132833,1610.444642857143,659.1295216330894,2206.5681547619047,669.2355578258201,2189.2922619047613,719.5207991380231,1999.5747023809522,697.248272095231
155,212.91934523809513,569.2953974828132,1620.4809523809522,661.5961195652169,2220.2366071428573,673.1651802885872,2203.067261904762,725.5045088742704,2014.5184523809523,701.4459572556214
156,214.16369047619037,571.493007054978,1629.9979166666667,664.711187277024,2234.538988095238,676.2791669485953,2217.1389880952383,730.743972473113,2028.8044642857142,706.4803340510491
157,214.6062499999999,576.1403211212416,1639.7425595238096,667.9384317985887,2249.865476190477,679.8821644541588,2230.2735119047616,736.3662743081319,2043.3470238095238,711.2316793840774
158,214.82767857142852,579.4231377037565,1650.15,672.1456645873275,2263.6098214285716,684.0352055434353,2245.2267857142856,742.1060712267972,2056.1333333333337,716.5875084796187
159,215.15773809523802,583.8108082779679,1660.4866071428573,675.4942669069569,2277.2110119047625,688.9648294480857,2259.655059523809,748.4500004358141,2070.0041666666666,720.3419090129743
160,214.76190476190465,587.5522728379453,1669.39375,679.2920858958165,2290.82380952381,693.2987674135223,2275.0172619047617,754.2604275688681,2087.0199404761906,725.5871666450287
161,215.4842261904761,590.336848299746,1679.5107142857141,682.0546749937046,2304.9877976190483,698.3735129818317,2288.5738095238094,758.3357606975521,2101.875,731.6084065492879
162,215.28154761904753,594.6325670036541,1686.9601190476187,684.0820080113255,2320.4982142857148,700.8573546301104,2304.4842261904764,764.6981598168092,2117.5845238095235,735.8767209451569
163,215.2568452380952,596.7855825791044,1695.4035714285715,686.6516389244767,2336.13630952381,703.5263734148695,2319.5250000000005,769.1384559497112,2133.786904761905,739.4651616143141
164,215.4910714285714,600.3297615680589,1704.4116071428568,688.7838467633313,2350.601190476191,706.0488800621819,2334.3184523809523,773.0791445168683,2150.9767857142856,742.835866233906
165,216.6437499999999,604.8234918857686,1716.1806547619046,692.7568926180295,2364.851488095238,709.7288726874073,2347.568154761905,778.1328078425241,2167.914880952381,744.6398476814826
